R vR err_vR vT err_vT V-B V Mass
0.1796 8.9655 1.0673 6.0067 1.0684 0.5228 5.1712 0.7550
0.2719 -1.7382 1.6900 -17.7312 1.6953 1.1848 9.1213 0.4350
0.0496 -2.2894 1.7153 -4.3627 1.7210 1.1941 9.1754 0.4300
0.1672 -15.7144 2.5962 -6.1923 2.6169 1.3544 10.3248 0.2979
0.1058 16.1147 1.6333 -9.0335 1.6378 1.1636 9.0005 0.4460
0.0661 -2.3392 2.1100 4.3317 2.1105 1.2908 9.7797 0.3676
0.2835 -6.4258 1.3141 -3.3501 1.3118 0.9889 8.0286 0.5264
0.1995 5.3227 1.1345 -11.7724 1.1314 0.7491 6.6024 0.6385
0.2393 11.5325 1.1019 1.5311 1.1036 0.6699 6.1683 0.6743
0.2765 -6.5338 1.9139 14.5436 1.9187 1.2499 9.5173 0.3959
0.1325 5.7008 2.3738 -22.0826 2.3775 1.3299 10.0789 0.3310
0.2958 5.4654 1.2845 5.6849 1.2795 0.9662 7.8917 0.5371
0.1747 -9.9374 1.0679 10.0400 1.0693 0.5259 5.1989 0.7530
0.1081 9.0080 2.2184 17.8913 2.2202 1.3081 9.9025 0.3532
0.1913 6.8706 1.0704 -0.8665 1.0732 0.5392 5.3121 0.7443
0.0514 -9.3907 3.2233 2.7398 3.2134 1.4208 11.1191 0.2065
0.2945 -15.6712 1.3715 2.3164 1.3724 1.0340 8.2757 0.5071
0.1385 -3.5426 2.7302 11.0232 2.7680 1.3663 10.4699 0.2781
0.2863 3.5246 1.5718 -10.7985 1.5742 1.1385 8.8603 0.4583
0.2745 -18.9574 2.2784 -3.1088 2.2809 1.3170 9.9707 0.3448
0.2506 -1.6622 2.1074 -5.8313 2.1079 1.2904 9.7764 0.3680
0.1844 0.0212 1.7568 7.1484 1.7631 1.2091 9.2638 0.4216
0.2816 7.4885 1.5092 1.6157 1.5094 1.1126 8.7167 0.4706
0.1387 12.0845 1.0623 -3.7086 1.0563 0.4948 4.8868 0.7750
0.2798 -6.2446 1.0761 -6.8062 1.0773 0.5685 5.5411 0.7261
0.2483 10.9177 1.6630 12.9660 1.6679 1.1748 9.0638 0.4403
0.2641 18.1460 2.9489 -14.9527 2.9838 1.3835 10.6931 0.2498
0.0599 -1.8907 1.2361 11.1178 1.2321 0.9214 7.6230 0.5578
0.0956 -9.6943 1.4247 1.4925 1.4243 1.0692 8.4702 0.4914
0.1672 -11.4153 2.1399 5.9177 2.1408 1.2958 9.8136 0.3637
0.2617 -2.2952 1.0892 -5.2833 1.0868 0.6261 5.9148 0.6952
0.1278 -17.5506 1.2460 -13.6526 1.2411 0.9316 7.6839 0.5532
0.0420 9.7537 1.4900 7.2921 1.4896 1.1049 8.6728 0.4744
0.1900 -21.9227 1.5098 6.7053 1.5101 1.1128 8.7182 0.4705
0.1119 -9.0099 2.0359 20.2249 2.0380 1.2759 9.6806 0.3786
0.2510 0.5900 2.0873 11.8878 2.0883 1.2864 9.7496 0.3710
0.2606 0.9647 2.5902 11.4233 2.6101 1.3538 10.3183 0.2988
0.2931 1.1950 1.0795 8.8063 1.0780 0.5859 5.6629 0.7161
0.2191 -9.4365 1.1262 2.5037 1.1243 0.7285 6.4942 0.6473
0.2448 4.0616 1.1836 6.7531 1.1853 0.8556 7.2151 0.5897
0.2944 12.2369 1.1325 4.1309 1.1295 0.7444 6.5769 0.6405
0.2472 -17.2057 2.6132 12.3126 2.6360 1.3560 10.3432 0.2953
0.1676 0.2622 1.1673 -3.2500 1.1711 0.8248 7.0223 0.6047
0.1352 -8.4862 1.7690 -13.1862 1.7755 1.2135 9.2900 0.4190
0.2198 -15.2031 1.1650 6.0977 1.1691 0.8204 6.9947 0.6068
0.2718 17.7691 3.0970 -9.0633 3.1205 1.3954 10.8402 0.2331
0.2949 -0.1881 1.0921 18.5853 1.0906 0.6358 5.9719 0.6905
0.1900 -11.0899 1.1838 5.1717 1.1855 0.8560 7.2174 0.5895
0.2316 -0.2155 2.4748 -1.0444 2.4800 1.3421 10.1934 0.3158
0.0901 -16.5669 1.8921 -7.0554 1.8975 1.2454 9.4882 0.3990
0.1300 7.8672 1.4126 -5.1728 1.4125 1.0614 8.4260 0.4950
0.1997 -5.1737 1.1571 -2.9540 1.1594 0.8022 6.8937 0.6150
0.0670 3.8471 1.4614 -4.1930 1.4601 1.0929 8.6042 0.4802
0.2827 -6.8489 2.4816 7.1710 2.4876 1.3429 10.2007 0.3148
0.1676 6.8811 3.1257 -12.6931 3.1470 1.3978 10.8688 0.2301
0.2708 2.9292 1.0776 14.1762 1.0776 0.5758 5.5948 0.7217
0.1831 -11.9127 1.4201 -12.3562 1.4198 1.0662 8.4533 0.4927
0.0348 7.1697 2.1661 -18.7904 2.1673 1.3000 9.8433 0.3603
0.0454 -6.6368 1.2349 7.7043 1.2311 0.9202 7.6158 0.5584
0.1726 6.8809 1.5150 -16.7589 1.5154 1.1149 8.7301 0.4695
0.1864 8.9544 1.4262 2.5902 1.4258 1.0702 8.4757 0.4909
0.1990 1.8091 3.0368 12.8775 3.0650 1.3904 10.7805 0.2397
0.1852 -9.5897 1.1612 9.2376 1.1645 0.8119 6.9467 0.6107
0.2741 -0.9105 1.3507 5.6918 1.3518 1.0196 8.1982 0.5131
0.1261 -0.4081 1.8242 2.5018 1.8310 1.2310 9.3972 0.4084
0.2468 -7.2594 1.4327 -5.4059 1.4321 1.0744 8.4993 0.4890
0.2881 -3.3564 1.6895 7.3629 1.6948 1.1846 9.1204 0.4351
0.2518 -9.3151 1.2121 3.7728 1.2105 0.8969 7.4755 0.5691
0.2427 1.8436 2.5382 4.7838 2.5515 1.3487 10.2620 0.3065
0.1873 0.2734 1.0608 0.1087 1.0501 0.4848 4.7694 0.7825
0.2624 2.4395 2.0562 -6.4603 2.0578 1.2801 9.7078 0.3756
0.2793 -8.6014 2.5138 -9.4913 2.5240 1.3462 10.2356 0.3101
0.2780 7.4917 1.1025 12.6570 1.1044 0.6720 6.1805 0.6733
0.1585 12.2488 2.5031 -1.7876 2.5119 1.3451 10.2240 0.3116
0.0344 -11.0766 1.0573 -0.8502 1.0379 0.4468 4.2722 0.8081
0.1360 -12.0945 1.7893 -7.2309 1.7961 1.2206 9.3331 0.4148
0.1864 -3.4899 1.5292 -1.6631 1.5302 1.1208 8.7628 0.4667
0.1994 9.8573 1.1777 14.3927 1.1802 0.8445 7.1454 0.5951
0.2435 17.2892 2.4134 -6.0430 2.4175 1.3349 10.1238 0.3251
0.2271 -9.9848 1.0940 -4.7903 1.0931 0.6424 6.0098 0.6873
0.1376 -5.7350 2.0022 -6.8399 2.0050 1.2688 9.6355 0.3835
0.2499 2.9408 1.3885 1.6167 1.3890 1.0455 8.3380 0.5021
0.1354 -5.0152 1.0849 -0.7625 1.0812 0.6121 5.8304 0.7022
0.1247 -0.9253 1.4909 13.4040 1.4906 1.1053 8.6749 0.4742
0.0705 -7.8220 1.4566 -7.4026 1.4554 1.0898 8.5865 0.4817
0.2376 7.3788 1.0572 4.6226 1.0376 0.4450 4.2425 0.8094
0.2314 -0.3498 1.3152 6.5255 1.3131 0.9898 8.0339 0.5259
0.2773 -6.7957 1.0584 11.7730 1.0406 0.4637 4.5060 0.7973
0.2699 4.8607 1.1547 10.7165 1.1564 0.7965 6.8623 0.6176
0.2291 10.7855 1.0799 -10.1572 1.0781 0.5881 5.6771 0.7149
0.2101 21.9141 3.2337 14.8623 3.2163 1.4262 11.1733 0.2021
0.2465 -4.9821 2.2813 -6.6908 2.2839 1.3174 9.9739 0.3444
0.2516 -11.1096 2.3094 20.3129 2.3123 1.3213 10.0058 0.3404
0.2229 2.6042 1.0860 -0.4573 1.0827 0.6157 5.8522 0.7003
0.1834 1.2930 1.0604 8.9275 1.0482 0.4819 4.7337 0.7846
0.2557 10.7426 2.7210 23.3542 2.7577 1.3655 10.4599 0.2795
0.2293 0.7223 1.1992 11.4468 1.1989 0.8843 7.3959 0.5754
0.2587 -16.4485 2.5417 14.0709 2.5555 1.3491 10.2658 0.3059
0.2288 -10.4227 1.0658 -2.0820 1.0659 0.5149 5.0995 0.7603
0.2412 -14.7062 3.2364 -3.1860 3.2170 1.4276 11.1877 0.2010
0.2228 -1.3939 2.6915 21.0641 2.7243 1.3630 10.4279 0.2838
0.2609 19.1121 1.1301 -1.3314 1.1276 0.7387 6.5456 0.6430
0.2022 -11.1953 1.0663 -7.7002 1.0666 0.5171 5.1205 0.7588
0.2419 6.9980 1.7147 -19.7350 1.7204 1.1939 9.1741 0.4301
0.2670 6.2843 1.3559 -4.2341 1.3571 1.0234 8.2187 0.5115
0.2553 -8.3507 2.3570 6.7708 2.3605 1.3277 10.0598 0.3335
0.1177 -6.6234 2.2560 12.2927 2.2583 1.3137 9.9452 0.3480
0.2571 6.8461 1.6821 -7.8168 1.6873 1.1819 9.1045 0.4366
0.1945 -5.3146 1.2185 -6.0306 1.2163 0.9032 7.5145 0.5661
0.1539 -2.6883 1.0631 9.6554 1.0598 0.5005 4.9518 0.7707
0.2066 -6.7314 1.3044 9.1763 1.3012 0.9814 7.9837 0.5299
0.2905 6.9745 1.1276 -9.9611 1.1254 0.7321 6.5119 0.6458
0.1397 2.2473 1.1078 -6.2148 1.1089 0.6845 6.2518 0.6674
0.2853 -15.3175 1.1027 -4.2450 1.1046 0.6726 6.1838 0.6730
0.2348 8.4897 2.6580 -1.2027 2.6866 1.3600 10.3917 0.2887
0.1338 6.9069 1.6740 -18.5091 1.6790 1.1789 9.0872 0.4382
0.1483 -3.5557 1.1076 1.3959 1.1088 0.6841 6.2495 0.6676
0.1771 -15.6370 3.1922 6.9097 3.2050 1.4055 10.9567 0.2213
0.2803 -12.9624 2.2072 -1.7382 2.2089 1.3064 9.8899 0.3547
0.2626 4.0780 1.5735 -13.6291 1.5760 1.1392 8.8643 0.4580
0.2119 -2.8161 1.1827 -5.0475 1.1845 0.8539 7.2045 0.5905
0.1152 -10.6417 3.2263 23.0233 3.2143 1.4224 11.1350 0.2052
0.2697 8.6812 1.4442 -8.1311 1.4433 1.0818 8.5412 0.4855
0.2663 -11.5126 1.2104 1.5530 1.2090 0.8952 7.4649 0.5700
0.2422 -1.6290 1.0602 -1.0355 1.0475 0.4808 4.7205 0.7854
0.0127 -21.6550 2.4400 -6.1523 2.4445 1.3381 10.1540 0.3211
0.0452 -5.7209 2.0144 7.9098 2.0169 1.2714 9.6518 0.3817
0.2602 13.0699 1.1421 -11.1299 1.1409 0.7672 6.7011 0.6306
0.0929 -1.2705 1.7013 -2.2909 1.7068 1.1890 9.1454 0.4328
0.0653 -5.5816 1.0585 4.7766 1.0409 0.4656 4.5305 0.7960
0.1653 5.2633 1.6601 -18.5093 1.6650 1.1737 9.0577 0.4409
0.1301 -2.5993 1.1773 10.6606 1.1799 0.8439 7.1413 0.5955
0.2095 -3.8299 2.7919 1.4865 2.8376 1.3715 10.5367 0.2693
0.1938 3.0269 2.2449 2.6729 2.2470 1.3121 9.9326 0.3495
0.2742 14.5938 1.0585 1.4352 1.0368 0.4376 4.0802 0.8157
0.0828 13.0517 1.1298 12.1925 1.1272 0.7378 6.5407 0.6434
0.2678 -0.3452 1.1825 -0.2996 1.1843 0.8536 7.2021 0.5907
0.2410 3.2657 2.3401 -7.0749 2.3434 1.3255 10.0406 0.3360
0.2272 -8.2849 1.0677 -8.2655 1.0690 0.5248 5.1895 0.7537
0.0146 -5.1979 1.1036 7.3594 1.1055 0.6750 6.1974 0.6719
0.1434 1.0773 1.2205 17.7177 1.2180 0.9053 7.5267 0.5652
0.2071 -17.1842 1.9815 1.5435 1.9849 1.2644 9.6079 0.3864
0.2663 1.8904 1.1383 -4.3991 1.1362 0.7582 6.6521 0.6345
0.2638 10.9132 1.6788 -1.8469 1.6839 1.1807 9.0975 0.4372
0.2008 -1.7587 1.0848 0.6643 1.0810 0.6116 5.8270 0.7025
0.1475 -11.4338 2.4180 8.9369 2.4222 1.3355 10.1290 0.3244
0.2065 -1.9535 1.0991 16.3341 1.0999 0.6602 6.1126 0.6788
0.2952 -14.4679 1.5265 6.7850 1.5273 1.1196 8.7564 0.4672
0.1946 -5.0403 1.0662 8.6942 1.0665 0.5168 5.1175 0.7590
0.1301 8.9635 1.0574 0.5197 1.0383 0.4487 4.3037 0.8068
0.1334 -20.5308 1.9915 3.6111 1.9946 1.2665 9.6213 0.3850
0.1021 2.8307 1.0574 6.2132 1.0371 0.4415 4.1772 0.8120
0.2218 -7.7533 2.2658 -2.2393 2.2682 1.3151 9.9564 0.3466
0.2958 6.2566 1.0636 2.4522 1.0616 0.5036 4.9857 0.7683
0.2857 -5.5513 1.0730 0.9749 1.0765 0.5535 5.4270 0.7353
0.0853 17.8372 2.1553 -13.9309 2.1563 1.2982 9.8310 0.3617
0.2660 -1.9360 2.6399 -3.7759 2.6662 1.3584 10.3721 0.2914
0.1039 4.9790 1.0646 5.5437 1.0639 0.5088 5.0424 0.7644
0.1457 -0.3205 1.0648 0.4524 1.0643 0.5098 5.0521 0.7637
0.0996 -23.1575 2.6696 -1.1115 2.6996 1.3610 10.4042 0.2870
0.2958 7.6594 1.0614 3.3815 1.0524 0.4886 4.8143 0.7797
0.2576 -0.4388 1.2220 -2.2111 1.2194 0.9068 7.5360 0.5645
0.0857 5.0407 1.9339 -0.9135 1.9383 1.2540 9.5441 0.3930
0.2222 1.1174 1.0647 14.1511 1.0641 0.5093 5.0478 0.7640
0.2436 4.0749 2.2180 -4.0551 2.2199 1.3080 9.9022 0.3532
0.1310 -3.0321 1.6074 -11.0393 1.6111 1.1532 8.9420 0.4512
0.1208 -2.0846 1.4622 -18.0579 1.4609 1.0934 8.6073 0.4799
0.2558 7.9632 1.0948 5.0581 1.0943 0.6454 6.0272 0.6859
0.0645 -15.2505 1.1626 6.4711 1.1662 0.8150 6.9639 0.6093
0.2956 -0.4833 1.5540 -1.0322 1.5559 1.1311 8.8196 0.4618
0.0938 5.2306 1.4473 -6.5016 1.4463 1.0838 8.5526 0.4845
0.1816 4.2338 1.1650 -0.8953 1.1692 0.8205 6.9953 0.6068
0.0417 8.0410 1.0732 -4.1953 1.0766 0.5546 5.4361 0.7346
0.1840 -5.9411 2.0362 16.3385 2.0383 1.2759 9.6811 0.3786
0.2275 8.0656 1.0681 -0.5593 1.0695 0.5265 5.2045 0.7525
0.2120 4.9513 1.3909 -8.3809 1.3913 1.0471 8.3465 0.5014
0.2744 -10.1600 1.2051 0.6027 1.2042 0.8900 7.4321 0.5726
0.2732 -2.8234 2.5137 -9.7306 2.5239 1.3462 10.2355 0.3101
0.1146 8.0103 2.3098 -11.4376 2.3127 1.3214 10.0062 0.3404
0.1276 -19.1508 1.1902 8.9284 1.1911 0.8682 7.2939 0.5835
0.2384 1.7995 1.2315 18.2033 1.2280 0.9166 7.5948 0.5600
0.1863 2.8836 1.0748 7.0498 1.0770 0.5624 5.4954 0.7298
0.1579 -1.4787 1.1810 -0.9355 1.1831 0.8509 7.1853 0.5920
0.2052 -8.8919 1.4950 -5.5499 1.4948 1.1069 8.6842 0.4734
0.1363 -9.1482 2.4071 -8.0761 2.4112 1.3341 10.1166 0.3261
0.2584 2.1152 1.1987 0.8996 1.1985 0.8839 7.3930 0.5757
0.2522 6.4456 1.1684 -11.7650 1.1721 0.8269 7.0353 0.6037
0.2224 -0.0950 1.2173 8.2526 1.2152 0.9020 7.5072 0.5666
0.2696 0.2599 1.4184 -1.1393 1.4182 1.0651 8.4472 0.4933
0.0816 12.4918 1.2420 -4.1046 1.2374 0.9274 7.6592 0.5551
0.2553 -1.3228 1.2622 1.4071 1.2556 0.9482 7.7834 0.5455
0.2904 -9.6526 2.3899 0.9375 2.3938 1.3320 10.0971 0.3286
0.2124 -5.8178 1.6642 4.9334 1.6691 1.1752 9.0664 0.4401
0.2479 -22.9395 1.2876 -10.8947 1.2829 0.9686 7.9061 0.5360
0.2196 13.1278 2.9490 -13.0636 2.9838 1.3835 10.6932 0.2497
0.2336 -11.2193 1.1042 8.8240 1.1059 0.6762 6.2045 0.6713
0.2067 -2.5953 1.9946 -1.1672 1.9976 1.2672 9.6253 0.3846
0.1611 -12.1833 2.9908 -4.1240 3.0225 1.3868 10.7348 0.2449
0.1240 -10.5321 1.2405 8.5069 1.2361 0.9259 7.6498 0.5558
0.2380 15.2790 3.0174 1.6475 3.0470 1.3889 10.7612 0.2418
0.2255 -5.1621 1.8790 -0.7087 1.8846 1.2427 9.4706 0.4008
0.2504 -21.0301 3.2227 13.0115 3.2133 1.4205 11.1158 0.2068
0.2556 -4.4322 1.0638 -7.5164 1.0623 0.5048 4.9998 0.7674
0.1580 -6.5780 2.3818 15.9464 2.3856 1.3309 10.0880 0.3298
0.1455 3.5868 2.3956 0.2574 2.3996 1.3327 10.1037 0.3278
0.0716 3.0883 1.8725 12.8517 1.8783 1.2413 9.4619 0.4017
0.1729 1.0490 3.2060 13.1440 3.2087 1.4121 11.0288 0.2145
0.2831 1.3495 1.0786 9.8378 1.0778 0.5810 5.6305 0.7187
0.2922 -14.2243 1.1437 1.5464 1.1428 0.7709 6.7213 0.6290
0.2680 -19.4051 1.0770 12.9718 1.0775 0.5726 5.5715 0.7236
0.1023 -8.9442 1.0833 -6.0319 1.0791 0.6070 5.7984 0.7049
0.2531 -3.3843 1.1343 -6.2205 1.1311 0.7486 6.5998 0.6387
0.2100 14.1946 3.0440 8.4602 3.0715 1.3910 10.7876 0.2389
0.1720 -8.2514 1.1202 -8.2097 1.1193 0.7136 6.4146 0.6539
0.1264 4.8299 2.1025 -5.0455 2.1031 1.2894 9.7698 0.3687
0.2752 -0.6595 1.2020 -14.1708 1.2014 0.8870 7.4129 0.5741
0.1559 5.1064 2.7475 6.1505 2.7876 1.3678 10.4886 0.2756
0.2340 13.5478 1.1550 -2.3271 1.1568 0.7973 6.8664 0.6173
0.1151 0.4850 1.0605 -1.3326 1.0489 0.4830 4.7468 0.7838
0.1580 10.1116 1.3293 3.6437 1.3285 1.0011 8.0993 0.5208
0.1549 4.7069 1.1494 6.0241 1.1498 0.7842 6.7944 0.6231
0.2595 12.2319 3.0679 -23.3569 3.0936 1.3930 10.8114 0.2363
0.2629 5.1588 2.5733 8.4669 2.5911 1.3522 10.3000 0.3013
0.0451 4.9944 1.2585 -17.9963 1.2523 0.9444 7.7609 0.5473
0.0686 -0.8070 2.1318 0.5142 2.1325 1.2944 9.8043 0.3648
0.2685 4.5421 1.0635 -1.3099 1.0614 0.5033 4.9830 0.7685
0.2631 1.1899 3.1587 -7.4223 3.1774 1.4006 10.9015 0.2268
0.2257 -4.6897 3.2064 -14.8535 3.2089 1.4123 11.0310 0.2143
0.1791 -16.3165 1.1815 -1.3631 1.1835 0.8517 7.1907 0.5916
0.2956 5.6564 2.2426 -10.7644 2.2447 1.3117 9.9301 0.3498
0.1570 -21.5153 1.4371 -4.8189 1.4364 1.0772 8.5155 0.4876
0.2548 12.9467 2.9422 9.1762 2.9776 1.3830 10.6865 0.2506
0.2908 -0.4654 1.1779 12.2145 1.1804 0.8450 7.1485 0.5949
0.2963 11.1187 1.0687 1.8674 1.0705 0.5298 5.2326 0.7504
0.2754 7.2382 2.8883 4.4180 2.9278 1.3788 10.6330 0.2571
0.2840 -11.2813 1.1317 0.2634 1.1289 0.7425 6.5663 0.6414
0.2964 -4.1756 1.0585 -8.3907 1.0409 0.4655 4.5295 0.7960
0.2643 5.5211 1.0736 11.5497 1.0767 0.5565 5.4508 0.7334
0.2229 -0.8703 1.0595 5.1983 1.0445 0.4579 4.6649 0.8238
0.2557 15.6865 1.3654 -4.0034 1.3664 1.0299 8.2534 0.5088
0.1628 -11.9227 3.2255 -6.0997 3.2140 1.4220 11.1307 0.2056
0.2086 -3.3372 1.6447 6.6145 1.6493 1.1679 9.0248 0.4438
0.2822 -1.3579 1.1005 11.1488 1.1017 0.6649 6.1395 0.6766
0.2025 18.1081 2.6892 -4.4722 2.7217 1.3628 10.4254 0.2841
0.1710 3.5796 2.0016 4.1164 2.0045 1.2687 9.6348 0.3836
0.1659 -15.6989 2.7052 -5.6708 2.7398 1.3642 10.4428 0.2818
0.2659 -3.0982 1.0638 6.9909 1.0625 0.5053 5.0043 0.7670
0.2003 8.6595 1.0865 -4.2622 1.0833 0.6171 5.8609 0.6996
0.1795 -6.4107 1.0691 -11.0998 1.0711 0.5320 5.2520 0.7489
0.1403 -3.4872 1.3047 -13.2697 1.3016 0.9817 7.9853 0.5298
0.2024 -4.4928 1.0611 1.5031 1.0512 0.4867 4.7915 0.7811
0.2151 5.4403 1.0817 1.9064 1.0785 0.5981 5.7418 0.7096
0.2663 17.3096 3.0063 -0.6626 3.0368 1.3880 10.7502 0.2431
0.1379 -11.6076 1.1697 -2.1064 1.1732 0.8294 7.0509 0.6025
0.2527 1.4055 1.0693 1.4856 1.0715 0.5332 5.2623 0.7482
0.2707 16.3343 1.7976 17.0279 1.8045 1.2235 9.3508 0.4130
0.1612 -1.4223 1.6108 -6.2425 1.6146 1.1546 8.9498 0.4505
0.2866 11.4401 1.0609 -17.1431 1.0505 0.4855 4.7771 0.7820
0.1831 7.9730 3.1970 15.6858 3.2063 1.4078 10.9816 0.2189
0.1028 -1.7970 1.1908 -5.8122 1.1916 0.8692 7.3007 0.5830
0.2586 -13.0076 2.7784 26.3849 2.8224 1.3704 10.5221 0.2712
0.1911 4.9354 1.5272 9.1070 1.5281 1.1199 8.7581 0.4671
0.1446 1.6240 1.0579 14.6557 1.0394 0.4555 4.3984 0.8025
0.2455 -7.0385 2.8521 4.1206 2.8945 1.3761 10.5971 0.2616
0.2286 9.7814 1.0576 3.7984 1.0370 0.4405 4.1557 0.8129
0.1879 3.1586 2.2044 -7.1697 2.2060 1.3060 9.8867 0.3551
0.0909 -11.3639 2.1925 1.9285 2.1940 1.3041 9.8732 0.3567
0.2243 5.7330 1.0977 3.2500 1.0980 0.6553 6.0844 0.6811
0.2075 -5.6657 2.6586 4.3348 2.6872 1.3601 10.3923 0.2886
0.2428 8.2150 1.0634 -7.8706 1.0607 0.5021 4.9699 0.7694
0.2811 1.8113 1.2403 2.6265 1.2359 0.9257 7.6490 0.5559
0.0650 0.5490 1.2977 -15.7083 1.2939 0.9763 7.9527 0.5323
0.2096 10.0318 1.6251 -14.5823 1.6294 1.1605 8.9826 0.4476
0.1774 11.0258 1.9470 -14.4390 1.9511 1.2568 9.5617 0.3912
0.0788 -12.6108 1.2613 5.1522 1.2549 0.9473 7.7781 0.5459
0.2925 2.4019 1.1567 6.3323 1.1589 0.8012 6.8881 0.6155
0.0583 -4.8558 2.6530 24.6982 2.6810 1.3596 10.3863 0.2894
0.2536 0.1587 3.1977 -3.4465 3.2065 1.4081 10.9853 0.2185
0.1260 19.1516 1.1794 -5.5813 1.1817 0.8478 7.1662 0.5935
0.2069 -0.8816 2.4262 -3.1004 2.4305 1.3364 10.1383 0.3232
0.0850 10.3070 1.0702 5.8967 1.0729 0.5383 5.3046 0.7449
0.1091 -8.0904 1.0582 -9.6938 1.0369 0.4382 4.0989 0.8150
0.1256 7.5885 1.0734 0.7707 1.0767 0.5557 5.4447 0.7339
0.1196 -1.4879 1.1690 6.2408 1.1726 0.8281 7.0427 0.6031
0.2586 -1.9345 1.5752 -2.9040 1.5778 1.1399 8.8681 0.4577
0.2586 -20.7588 2.1574 7.9804 2.1585 1.2986 9.8334 0.3614
0.2778 -8.2713 1.0750 -8.3038 1.0770 0.5629 5.4994 0.7295
0.2509 5.3559 1.1521 -5.2802 1.1532 0.7905 6.8289 0.6203
0.2380 6.6453 1.0677 8.9239 1.0690 0.5249 5.1899 0.7536
0.0292 -3.7371 1.1446 -18.6789 1.1439 0.7730 6.7328 0.6280
0.2008 -14.5522 2.3551 -12.8333 2.3586 1.3275 10.0577 0.3338
0.1325 14.6558 1.2763 7.2435 1.2704 0.9598 7.8533 0.5401
0.1912 2.3766 1.8640 15.5771 1.8699 1.2395 9.4505 0.4029
0.1553 -3.9607 1.0771 7.2291 1.0775 0.5732 5.5762 0.7232
0.0882 10.7507 3.2055 7.5902 3.2086 1.4119 11.0261 0.2147
0.1825 -3.4723 1.0594 3.7238 1.0441 0.4756 4.6569 0.7891
0.2275 2.1704 1.0592 4.9402 1.0433 0.4745 4.6425 0.7899
0.2861 9.3684 1.0591 -6.7154 1.0367 0.4364 4.0208 0.8178
0.1617 13.6211 1.7183 12.2604 1.7241 1.1952 9.1819 0.4294
0.0888 0.2487 1.1840 -2.0566 1.1857 0.8566 7.2209 0.5892
0.2919 0.2717 1.3574 -13.2703 1.3586 1.0244 8.2242 0.5111
0.2066 -5.4347 1.7832 16.5989 1.7899 1.2185 9.3201 0.4161
0.2268 8.2803 1.3333 -1.5586 1.3329 1.0046 8.1178 0.5194
0.2353 5.0131 1.0575 8.5793 1.0383 0.4490 4.3084 0.8066
0.1359 -11.5693 3.2349 20.5632 3.2166 1.4268 11.1797 0.2016
0.1550 0.0121 1.0734 1.0857 1.0766 0.5555 5.4433 0.7340
0.0532 -0.5230 1.1196 13.4564 1.1188 0.7123 6.4078 0.6544
0.1761 -0.4443 1.4587 10.3836 1.4575 1.0912 8.5944 0.4810
0.1388 6.9548 1.0602 1.2714 1.0475 0.4808 4.7204 0.7854
0.2244 -15.4254 1.0921 8.8084 1.0906 0.6359 5.9724 0.6904
0.0978 -4.0452 2.7147 -13.1600 2.7505 1.3650 10.4531 0.2804
0.2524 -7.6334 1.2426 5.1373 1.2379 0.9280 7.6626 0.5548
0.0501 6.4295 3.2096 11.0346 3.2097 1.4139 11.0476 0.2128
0.0300 3.6765 1.1370 14.1844 1.1346 0.7552 6.6355 0.6358
0.2922 5.8820 1.4405 3.0916 1.4398 1.0795 8.5280 0.4866
0.2537 -4.1454 2.1135 9.2903 2.1140 1.2914 9.7836 0.3672
0.2769 11.6773 1.0716 -4.4543 1.0751 0.5460 5.3682 0.7399
0.1797 14.1549 1.8437 18.5134 1.8501 1.2352 9.4233 0.4057
0.2953 10.5372 1.8234 -2.4958 1.8302 1.2308 9.3961 0.4085
0.1171 -3.4819 2.8810 5.6491 2.9211 1.3783 10.6257 0.2580
0.1266 5.7262 1.7829 1.7422 1.7896 1.2184 9.3196 0.4161
0.0858 -7.4446 2.2658 20.8073 2.2681 1.3151 9.9563 0.3466
0.1925 4.1861 1.4478 2.1670 1.4469 1.0842 8.5547 0.4843
0.2210 3.5456 2.9603 -16.2007 2.9943 1.3844 10.7045 0.2484
0.2952 -6.2979 1.9836 -23.6507 1.9869 1.2648 9.6107 0.3861
0.2913 11.5437 1.4959 10.8330 1.4957 1.1073 8.6862 0.4732
0.1978 -2.6307 3.1974 -4.5044 3.2064 1.4080 10.9839 0.2187
0.1798 -4.4395 1.1834 -9.6943 1.1851 0.8553 7.2130 0.5899
0.2427 24.1681 1.7166 6.9095 1.7223 1.1946 9.1782 0.4297
0.1498 -0.8304 1.1303 7.3463 1.1277 0.7391 6.5477 0.6428
0.2912 -4.9435 1.3607 -7.9082 1.3618 1.0267 8.2363 0.5101
0.1451 3.7641 1.1550 -2.6811 1.1568 0.7974 6.8671 0.6172
0.2206 -2.2103 1.9486 3.3129 1.9526 1.2572 9.5637 0.3910
0.1932 6.0554 1.1051 1.9303 1.1067 0.6784 6.2172 0.6702
0.1244 12.0491 2.1546 5.7957 2.1557 1.2981 9.8303 0.3618
0.2578 -24.4881 2.3344 13.2140 2.3376 1.3247 10.0341 0.3368
0.2585 -0.0222 3.0431 11.7664 3.0707 1.3909 10.7867 0.2390
0.1754 7.1411 3.1079 -3.7057 3.1306 1.3963 10.8511 0.2320
0.0294 -3.1944 1.1278 -16.5270 1.1256 0.7327 6.5151 0.6455
0.1928 -8.1021 2.1782 3.1658 2.1796 1.3019 9.8570 0.3586
0.2679 1.5337 1.0698 -11.7330 1.0723 0.5361 5.2868 0.7463
